Respondent,SourceStimuliName,VisitedAOI,Dwell Start,Dwell End,Number of Fixations in Dwell,Number of Saccades in Dwell,Dwell Time
P2,SWA_Stimulus,SWA_Stimulus_Available_Journalists,102402.9819,102427.965,0,1,24.98309999999765
P2,SWA_Stimulus,SWA_Stimulus_Event_Details,102436.3054,103411.2199,1,10,974.914499999999
P2,SWA_Stimulus,SWA_Stimulus_Navigation_2,104269.4627,104344.4557,1,0,74.99300000000221
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_2,104886.0359,106469.1984,5,18,1583.1624999999913
P2,SWA_Stimulus,SWA_Stimulus_Navigation_2,106560.8367,107244.1304,2,2,683.2936999999947
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_2,107244.1304,107510.7305,1,0,266.60010000001057
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_2,107702.3662,107835.6839,0,2,133.3176999999996
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_2,107919.0225,107985.6834,1,0,66.66089999998803
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,108318.9661,108410.6804,0,2,91.71429999999236
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,108543.9569,108827.2673,1,2,283.3104000000021
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_3,109010.5522,109535.5052,0,5,524.9529999999941
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,109618.8466,109893.7952,1,1,274.9485999999888
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,110068.7709,110093.7787,0,1,25.00779999999213
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List4,110343.7531,110518.7961,0,2,175.04300000000512
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,110602.0459,110618.7089,0,1,16.663000000000466
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List4,110727.0329,111251.986,2,3,524.9530999999988
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,111360.3361,111551.9526,0,3,191.61650000000373
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List4,111935.2584,111943.6045,0,1,8.346099999995204
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,111951.9093,112018.5525,0,2,66.64320000000589
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,112160.2239,112210.2144,0,1,49.990499999999884
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,112251.861,112318.5266,0,2,66.66559999999299
P2,SWA_Stimulus,SWA_Stimulus_Status_Published1,112318.5266,112651.8257,1,0,333.2991000000038
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,113093.4762,113193.4484,0,2,99.97219999998924
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,113843.3595,114118.3213,0,3,274.96179999999003
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,114601.6359,114743.2918,0,1,141.65590000001248
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_5,115109.8973,115309.8623,1,5,199.9649999999965
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_5,115676.4981,116059.8112,1,4,383.3130999999994
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_4,116934.6865,116943.0537,0,1,8.36720000000787
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,117118.0139,117401.2965,1,3,283.28259999999136
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,117526.2812,117642.9702,0,2,116.68899999999849
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_4,117984.5672,117992.9004,0,1,8.333199999993667
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,118192.9151,118592.8285,0,3,399.9134000000049
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,119442.7354,119626.0786,1,1,183.34319999998843
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_1,119634.4082,119659.4136,0,1,25.00539999999455
P2,SWA_Stimulus,SWA_Stimulus_Status_Published2,119809.3782,119817.7041,0,1,8.325899999996182
P2,SWA_Stimulus,SWA_Stimulus_Status_Published2,119901.0314,119909.347,0,1,8.315599999987171
P2,SWA_Stimulus,SWA_Stimulus_Status_Published1,120134.3409,120142.6885,0,1,8.347600000008242
P2,SWA_Stimulus,SWA_Stimulus_Status_Published1,120192.6476,121292.5302,2,6,1099.8825999999972
P2,SWA_Stimulus,SWA_Stimulus_Status_Published3,121425.8622,121509.1658,0,2,83.30359999999928
P2,SWA_Stimulus,SWA_Stimulus_Status_Published3,121575.8451,121717.5108,1,1,141.66569999999774
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_3,121742.5182,121909.1482,1,1,166.6299999999901
P2,SWA_Stimulus,SWA_Stimulus_Status_Published3,121909.1482,121959.1177,0,1,49.96950000000652
P2,SWA_Stimulus,SWA_Stimulus_Status_Published3,122084.1772,122867.3619,3,5,783.184699999998
P2,SWA_Stimulus,SWA_Stimulus_Add_1,122917.3477,123175.6869,1,0,258.33920000000217
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_1,123175.6869,123442.3352,0,4,266.64830000000075
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,123442.3352,123558.9871,1,0,116.65189999999711
P2,SWA_Stimulus,SWA_Stimulus_Status_Published1,123700.6136,124350.5326,2,6,649.919000000009
P2,SWA_Stimulus,SWA_Stimulus_Status_Published2,124458.8813,124617.206,1,1,158.32470000001194
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,124625.5299,124767.1584,1,2,141.62850000000617
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,125792.0462,126275.3226,1,0,483.27640000000247
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_6,126550.2826,126616.9388,0,2,66.65619999999763
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_6,126791.9226,126808.6295,0,1,16.706899999990128
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_6,127091.9004,127133.5525,0,2,41.65210000000661
P2,SWA_Stimulus,SWA_Stimulus_Status_Published3,128475.1278,128483.5127,0,1,8.384900000004563
P2,SWA_Stimulus,SWA_Stimulus_Status_Published3,128516.7535,128583.3952,0,1,66.64169999999285
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_1,128608.3905,128616.7217,0,1,8.331200000000536
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_1,128700.0995,128825.0344,1,1,124.93490000000747
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_3,129025.0459,129291.6556,1,1,266.6097000000009
P2,SWA_Stimulus,SWA_Stimulus_Navigation_2,129449.9821,129466.6331,0,1,16.651000000012573
P2,SWA_Stimulus,SWA_Stimulus_Navigation_2,129524.992,129858.2864,2,1,333.29439999999886
P2,SWA_Stimulus,SWA_Stimulus_Status_Request2,129941.6169,130066.5795,1,1,124.96260000001348
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_2,130166.5521,130524.8726,1,5,358.32050000000163
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_4,131383.1169,131774.7315,2,1,391.6146000000008
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,132524.6573,132807.947,0,3,283.2896999999939
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_4,133116.3198,133407.8712,1,1,291.55139999999665
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,133416.234,133582.9028,0,2,166.66880000001402
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_4,133874.5102,134216.1761,0,3,341.6659000000218
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_4,134374.4467,134416.1092,0,1,41.66250000000582
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,134691.0975,134866.0603,0,1,174.96280000000843
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,135024.3591,135107.6836,1,0,83.32449999998789
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,135674.2939,135824.2881,1,1,149.99420000001555
P2,SWA_Stimulus,SWA_Stimulus_Status_Published1,136482.55,136782.5139,1,1,299.96390000000247
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,136790.8291,136899.1628,1,1,108.33369999998831
P2,SWA_Stimulus,SWA_Stimulus_Status_Published1,136924.1826,137265.7944,2,1,341.6118000000133
P2,SWA_Stimulus,SWA_Stimulus_Status_Published2,137524.1013,137607.4193,1,0,83.3179999999993
P2,SWA_Stimulus,SWA_Stimulus_Status_Published3,137699.0948,137832.4083,1,1,133.3135000000184
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,138357.3651,138432.3335,1,0,74.96840000001248
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,138532.3289,138607.3171,0,1,74.9881999999925
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_5,138607.3171,139165.5889,1,0,558.2718000000168
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,139398.8786,139532.2134,1,1,133.33480000001146
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List4,139657.2041,139782.1857,0,4,124.98159999999916
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,139865.5079,140057.1624,1,1,191.6545000000042
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,140665.414,140998.7084,1,0,333.2944000000134
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_4,141523.7107,141915.2753,1,4,391.56460000001243
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,141923.6086,142240.2401,1,4,316.6314999999886
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_4,142273.582,142598.5489,0,3,324.96689999999944
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List5,142831.873,142923.5264,0,1,91.65340000001015
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_4,143315.1371,143323.4875,0,1,8.350399999995716
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,143531.7812,143565.112,0,2,33.33079999999609
P2,SWA_Stimulus,SWA_Stimulus_Status_Published_5,143565.112,143648.4235,1,0,83.31150000001071
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,143756.7727,143823.4479,0,2,66.67519999999786
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,143848.4272,143915.0886,1,0,66.66139999998268
P2,SWA_Stimulus,SWA_Stimulus_Navigation_2,144548.3231,144806.6264,2,3,258.3032999999996
P2,SWA_Stimulus,SWA_Stimulus_Navigation_2,145123.3013,145339.9113,1,2,216.61000000001513
P2,SWA_Stimulus,SWA_Stimulus_Navigation_1,146456.4644,146598.0967,1,0,141.63229999999749
P2,SWA_Stimulus,SWA_Stimulus_Status_Published1,147489.6626,147564.6548,0,2,74.99219999997877
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,147814.6264,147947.9526,1,0,133.32619999998133
P2,SWA_Stimulus,SWA_Stimulus_Navigation_2,148122.9268,148456.2365,1,4,333.3097000000125
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_3,149264.4639,149422.8248,1,1,158.36089999999967
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_2,151005.9783,151030.9493,0,1,24.971000000019558
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,151472.5598,151597.5558,0,3,124.99600000001374
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,151639.203,151897.5463,1,0,258.3432999999786
P2,SWA_Stimulus,SWA_Stimulus_Event_Details,152239.175,153289.0253,3,13,1049.85030000002
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_1,153439.0087,153647.3374,1,0,208.32869999998366
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,153730.6717,154113.9533,1,0,383.2815999999875
P2,SWA_Stimulus,SWA_Stimulus_Status_Published3,154180.6072,154280.5805,1,1,99.97330000001239
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_1,154322.2558,154438.9133,1,2,116.65749999997206
P2,SWA_Stimulus,SWA_Stimulus_EventInfo_1,154538.8855,154738.8663,0,2,199.98079999999027
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,154738.8663,154963.8626,1,1,224.99629999999888
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,155072.1695,155088.8435,0,1,16.67399999999907
P2,SWA_Stimulus,SWA_Stimulus_Status_invited1,156247.0495,156355.3639,1,2,108.31440000000293
P2,SWA_Stimulus,SWA_Stimulus_Journalist_List4,156472.0408,156480.3547,0,1,8.313900000008289
P2,SWA_Stimulus2,SWA_Stimulus2_Published_Report_1,156605.3414,156788.6656,1,0,183.32420000000275
P2,SWA_Stimulus2,SWA_Stimulus2_Published_Report_1,156896.9773,157238.6252,1,2,341.64790000001085
P2,SWA_Stimulus2,SWA_Stimulus2_Question,157396.9634,157555.2398,1,1,158.27640000000247
P2,SWA_Stimulus2,SWA_Stimulus2_Question,157696.8835,158130.1821,2,1,433.2986000000092
P2,SWA_Stimulus2,SWA_Stimulus2_Question,158896.7344,159088.4058,0,4,191.6714000000211
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_1,159246.6907,159363.3421,0,2,116.65140000000247
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_1,159446.6949,159471.7186,0,1,25.02369999999064
P2,SWA_Stimulus2,SWA_Stimulus2_Question,159596.6728,160104.9231,3,2,508.25030000001425
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Task2,160296.6032,163237.9131,2,29,2941.309899999993
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Task2,163429.5677,164387.7691,0,8,958.2013999999908
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Task2,164421.1293,164829.3867,2,4,408.25740000000224
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Task2,164887.7256,164996.0431,0,3,108.31750000000466
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Task2,165112.691,166170.9426,0,5,1058.2516000000178
P2,SWA_Stimulus2,SWA_Stimulus2_Question,166337.5622,166729.1776,1,6,391.6154000000097
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_1,166729.1776,166887.504,0,3,158.32639999999083
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_1,166987.4794,167037.4752,0,2,49.995799999975134
P2,SWA_Stimulus2,SWA_Stimulus2_Question,167370.7703,173611.7485,19,23,6240.978199999983
P2,SWA_Stimulus2,SWA_Stimulus2_Question,173628.419,174036.7437,1,0,408.3246999999974
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Control,174036.7437,174061.6963,0,2,24.95260000001872
P2,SWA_Stimulus2,SWA_Stimulus2_Question,174203.3485,174220.0317,0,1,16.683199999999488
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Control,174220.0317,174386.7073,1,0,166.67560000001686
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Control,174494.9974,174520.0245,0,1,25.027100000006612
P2,SWA_Stimulus2,SWA_Stimulus2_Question,174520.0245,175036.612,1,1,516.5874999999942
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Control,175378.2603,176711.4366,1,0,1333.176299999992
P2,SWA_Stimulus2,SWA_Stimulus2_Question,176711.4366,177103.0266,1,2,391.5900000000256
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Control,177286.405,177311.3847,0,1,24.979699999996228
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Control,177344.6668,177694.6283,1,1,349.9615000000049
P2,SWA_Stimulus2,SWA_Stimulus2_Question,179369.4845,179727.7366,2,1,358.25210000001243
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,179811.084,179936.0772,1,0,124.99319999999716
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_2,180302.6854,180419.3429,1,1,116.65750000000116
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,180527.6712,181702.5305,5,9,1174.8592999999819
P2,SWA_Stimulus2,SWA_Stimulus2_View button,181702.5305,181727.5184,0,1,24.987900000007357
P2,SWA_Stimulus2,SWA_Stimulus2_View button,181810.8663,182077.4806,1,1,266.61430000001565
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,182094.1531,182752.4046,3,4,658.251500000013
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,183044.0416,183285.6788,1,1,241.6371999999974
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,183344.0161,183677.3227,2,1,333.3065999999817
P2,SWA_Stimulus2,SWA_Stimulus2_Submission_information,183910.642,183918.9961,0,1,8.354099999996834
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_3,184093.951,184810.5068,3,3,716.5558000000019
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_3,184943.8429,185935.412,2,3,991.5691000000224
P2,SWA_Stimulus2,SWA_Stimulus2_EventInfo,185935.412,187268.6056,5,16,1333.1935999999987
P2,SWA_Stimulus2,SWA_Stimulus2_Submission_information,187443.5633,187510.2383,0,2,66.67499999998836
P2,SWA_Stimulus2,SWA_Stimulus2_EventInfo,187543.537,187551.8887,0,1,8.351699999999255
P2,SWA_Stimulus2,SWA_Stimulus2_EventInfo,187643.5272,187651.8749,0,1,8.347699999983888
P2,SWA_Stimulus2,SWA_Stimulus2_Submission_information,187901.8423,188035.1852,0,1,133.34290000001783
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,188118.505,188343.4586,1,2,224.953600000008
P2,SWA_Stimulus2,SWA_Stimulus2_Current_Selection,188443.4363,188510.0984,0,1,66.66209999998682
P2,SWA_Stimulus2,SWA_Stimulus2_Published_Report_1,188543.4236,188576.7724,0,2,33.34879999997793
P2,SWA_Stimulus2,SWA_Stimulus2_Published_Report_1,188968.3815,189160.04,0,2,191.65850000001956
P2,SWA_Stimulus2,SWA_Stimulus2_Published_Report_1,189301.6753,189493.3203,1,1,191.64499999998952
P2,SWA_Stimulus2,SWA_Stimulus2_Current_Selection,189543.339,189560.0816,0,1,16.742599999997765
P2,SWA_Stimulus2,SWA_Stimulus2_Published_Report_1,189568.4277,189593.3396,0,1,24.911900000006426
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,189601.6546,192134.7158,3,25,2533.0611999999965
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Task2,192151.3598,194742.7559,2,29,2591.3960999999836
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Task2,194851.0922,196259.254,1,15,1408.1617999999726
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,196800.8454,197459.146,1,6,658.3006000000169
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,198075.7479,198259.0539,1,1,183.3060000000114
P2,SWA_Stimulus2,SWA_Stimulus2_Submission_information,198950.6562,199058.9535,1,2,108.29730000000563
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,199067.2789,199450.5814,1,5,383.3024999999907
P2,SWA_Stimulus2,SWA_Stimulus2_Help_button,199467.2483,199475.5837,0,1,8.335399999981746
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,199650.6125,199775.5886,1,1,124.97609999999986
P2,SWA_Stimulus2,SWA_Stimulus2_Help_button,200283.8224,200300.5179,0,1,16.69550000000163
P2,SWA_Stimulus2,SWA_Stimulus2_Help_button,200883.761,200917.0948,0,1,33.33379999999306
P2,SWA_Stimulus2,SWA_Stimulus2_Help_button,201767.0196,201842.0049,1,0,74.98530000000028
P2,SWA_Stimulus2,SWA_Stimulus2_Edit_button,202066.9752,202092.0223,0,1,25.04710000002524
P2,SWA_Stimulus2,SWA_Stimulus2_Help_button,204350.093,204366.7608,0,1,16.667799999995623
P2,SWA_Stimulus2,SWA_Stimulus2_EventInfo,205083.3483,205341.6566,1,2,258.30829999997513
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_3,205341.6566,205541.6015,1,0,199.94490000000224
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Control,205683.264,205774.919,1,1,91.65499999999884
P2,SWA_Stimulus2,SWA_Stimulus2_Question,206424.8359,206924.8133,3,3,499.9774000000034
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,207249.7747,207574.7089,2,2,324.9341999999888
P2,SWA_Stimulus2,SWA_Stimulus2_View button,207641.367,207924.6717,1,5,283.30470000000787
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,208066.3568,208074.6865,0,1,8.329700000002049
P2,SWA_Stimulus2,SWA_Stimulus2_View button,208207.9718,208424.6485,1,2,216.6767000000109
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,208432.9986,208841.2383,2,4,408.23970000000554
P2,SWA_Stimulus2,SWA_Stimulus2_View button,208841.2383,210382.7828,5,5,1541.544499999989
P2,SWA_Stimulus2,SWA_Stimulus2_View button,210549.4302,212690.8222,5,7,2141.3919999999925
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,212690.8222,213049.1753,1,0,358.35310000000754
P2,SWA_Stimulus2,SWA_Stimulus2_View button,213065.822,213307.4524,1,0,241.63040000002366
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,213407.4103,213740.7276,0,1,333.31730000002426
P2,SWA_Stimulus2,SWA_Stimulus2_Submission_information,213749.0709,213807.3915,0,1,58.32060000000638
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,213990.6944,214432.2932,1,4,441.5987999999779
P2,SWA_Stimulus2,SWA_Stimulus2_Current_Selection,214432.2932,214932.253,2,2,499.95980000001146
P2,SWA_Stimulus2,SWA_Stimulus2_EventInfo,214932.253,216323.7985,5,8,1391.5455000000075
P2,SWA_Stimulus2,SWA_Stimulus2_Submission_information,216565.3947,216582.0756,0,1,16.68090000000666
P2,SWA_Stimulus2,SWA_Stimulus2_Current_Selection,216773.7519,216857.0534,0,2,83.3015000000014
P2,SWA_Stimulus2,SWA_Stimulus2_Published_Report_1,216907.0343,217265.3397,1,1,358.305400000012
P2,SWA_Stimulus2,SWA_Stimulus2_Current_Selection,217273.6601,217298.6478,0,1,24.987699999997858
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_3,217615.3078,217831.9325,1,1,216.62469999998575
P2,SWA_Stimulus2,SWA_Stimulus2_EventInfo,217831.9325,218290.2086,2,3,458.2761000000173
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,218290.2086,219865.0412,3,16,1574.8325999999943
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,219931.727,220506.6645,1,3,574.9375
P2,SWA_Stimulus2,SWA_Stimulus2_Submission_information,220523.3501,220598.3208,0,3,74.9706999999762
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,220665.014,221331.5692,1,13,666.5552000000025
P2,SWA_Stimulus2,SWA_Stimulus2_Help_button,221923.175,221931.5246,0,1,8.349600000015926
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,221939.8562,221956.5151,0,1,16.65889999998035
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,222106.4708,222273.1191,1,2,166.64830000000075
P2,SWA_Stimulus2,SWA_Stimulus2_Help_button,222281.4511,222689.747,1,1,408.29589999999735
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,222689.747,222714.7857,0,1,25.03870000000461
P2,SWA_Stimulus2,SWA_Stimulus2_Help_button,222823.0867,222831.407,0,1,8.32029999999213
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,222898.0665,231680.4745,11,85,8782.408000000025
P2,SWA_Stimulus2,SWA_Stimulus2_Navigation_3,231797.0943,232105.3838,2,2,308.2895000000135
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,232205.3679,232522.0026,0,2,316.63469999999506
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,232980.2848,233355.2993,1,2,375.0145000000193
P2,SWA_Stimulus2,SWA_Stimulus2_Submission_information,233355.2993,233530.225,1,1,174.9256999999925
P2,SWA_Stimulus2,SWA_Stimulus2_EventInfo,233596.9269,233880.2194,1,1,283.2925000000105
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,233896.881,236296.6063,5,17,2399.72530000002
P2,SWA_Stimulus2,SWA_Stimulus2_Published_Report_1,236304.9223,236479.9361,1,2,175.01379999998608
P2,SWA_Stimulus2,SWA_Stimulus2_Published_Report_1,236546.5786,236563.2295,0,1,16.65089999997872
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,236588.2508,236721.5442,0,1,133.29339999999502
P2,SWA_Stimulus2,SWA_Stimulus2_Question_Editor,236771.5503,236788.2277,0,1,16.677399999985937
P2,SWA_Stimulus2,SWA_Stimulus2_View button,237404.8352,237413.1787,0,1,8.343499999988126
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,237413.1787,237596.4702,1,1,183.2915000000212
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,237913.1299,238038.0801,0,3,124.95019999999204
P2,SWA_Stimulus2,SWA_Stimulus2_Submission,238113.0721,238196.4131,0,2,83.3410000000149
P2,SWA_Stimulus2,SWA_Stimulus2_View button,238221.4105,238246.4106,0,1,25.00010000000475
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,2376.682,2393.3454,0,1,16.663400000000365
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,2568.3272,2934.9903,2,2,366.66309999999976
P3,SWA_Stimulus,SWA_Stimulus_Add_1,3801.552,3984.8479,1,0,183.29590000000007
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,4184.8502,4318.1555,1,0,133.3053
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,4559.778,4926.4408,1,0,366.66280000000006
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,5409.7004,5792.9909,1,0,383.29050000000007
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,6826.1974,7326.2022,2,4,500.0047999999997
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,7359.5264,7976.1078,2,4,616.5814
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,7984.4407,8159.4221,1,2,174.98139999999967
P3,SWA_Stimulus,SWA_Stimulus_Add_1,8159.4221,8384.3704,1,0,224.94830000000002
P3,SWA_Stimulus,SWA_Stimulus_Navigation_2,8867.7,9059.3258,1,0,191.6257999999998
P3,SWA_Stimulus,SWA_Stimulus_Add_2,9367.5836,9375.9198,0,1,8.336199999999735
P3,SWA_Stimulus,SWA_Stimulus_Add_2,9409.2503,9492.5903,1,0,83.34000000000015
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,9775.8992,10892.4163,6,10,1116.517100000001
P3,SWA_Stimulus,SWA_Stimulus_Status_Published2,11017.4673,11025.784,0,1,8.3166999999994
P3,SWA_Stimulus,SWA_Stimulus_Status_Published2,11159.0523,11184.0516,0,1,24.999300000001313
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,11184.0516,11334.0873,1,0,150.03569999999854
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,11625.7229,11725.6701,1,0,99.9471999999987
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,11883.9859,12050.6238,1,2,166.63789999999972
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,12084.0066,12467.2671,1,0,383.2604999999985
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,12550.5755,12950.5234,2,3,399.9478999999992
P3,SWA_Stimulus,SWA_Stimulus_Add_2,13017.2073,13225.5107,1,0,208.3034000000007
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,15141.9736,15483.5971,1,1,341.6235000000015
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,15525.2464,15650.2288,1,0,124.98240000000078
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,15650.2288,15675.2745,0,2,25.04569999999876
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,15675.2745,15783.5691,1,0,108.29460000000108
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,15783.5691,16000.1942,1,2,216.6250999999993
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,16033.5365,16258.4918,1,0,224.95529999999962
